OrphaCode,Name,Prevalence,ExpertLink
927,Hyperammonemia due to N-acetylglutamate synthase deficiency,0.0 (Europe); 99.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=927
2880,Phosphoenolpyruvate carboxykinase deficiency,10.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2880
941,D-glyceric aciduria,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=941
220465,Laron syndrome with immunodeficiency,10.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=220465
220489,Rare hereditary hemochromatosis,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=220489
19,2-hydroxyglutaric aciduria,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=19
2843,Pentosuria,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2843
220497,Joubert syndrome with renal defect,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=220497
212,Cystathioninuria,7.1 (Canada); 7.1 (Canada); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=212
220493,Joubert syndrome with ocular defect,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=220493
470,Lysinuric protein intolerance,0.0 (Europe); 1.7 (Italy); 1.7 (Finland); 1.75 (Japan); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=470
221074,Marchiafava-Bignami disease,250.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221074
145,Hereditary breast and/or ovarian cancer syndrome,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=145
2965,Prolactinoma,44.4 (United Kingdom); 62.0 (Belgium); 45.7 (Switzerland); 2.05 (Malta); 50.7 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2965
221091,Trigeminal neuralgia,0.0 (Worldwide); 4.3 (United States); 8.0 (United Kingdom),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221091
538,Lymphangioleiomyomatosis,0.0135 (Worldwide); 0.15 (Worldwide); 0.015 (United States); 0.17 (United States); 0.01 (France); 0.19 (Germany); 0.21 (Canada); 0.25 (United Kingdom); 0.32 (Switzerland); 0.39 (New Zealand); 0.26 (Australia); 0.25 (Europe); 0.25 (Netherlands),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=538
221098,Glossopharyngeal neuralgia,0.0 (Worldwide); 0.7 (United States),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221098
2942,Postpoliomyelitis syndrome,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2942
1578,Pterin-4 alpha-carbinolamine dehydratase deficiency,21.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1578
3208,Isolated succinate-CoQ reductase deficiency,37.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3208
221008,Rothmund-Thomson syndrome type 1,100.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221008
24,Fumaric aciduria,40.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=24
221016,Rothmund-Thomson syndrome type 2,200.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221016
221039,"Hereditary sclerosing poikiloderma, Weary type",0.0 (Worldwide); 9.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221039
851,Paris-Trousseau thrombocytopenia,50.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=851
221043,Hereditary fibrosing poikiloderma-tendon contractures-myopathy-pulmonary fibrosis syndrome,15.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221043
221046,Poikiloderma with neutropenia,50.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221046
745,Severe hereditary thrombophilia due to congenital protein C deficiency,0.16 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=745
221054,Acrocephalopolydactyly,8.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221054
221061,Familial cerebral cavernous malformation,15.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221061
849,Glanzmann thrombasthenia,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=849
225154,Familial infantile bilateral striatal necrosis,0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=225154
225123,TFR2-related hemochromatosis,33.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=225123
225147,Sporadic infantile bilateral striatal necrosis,0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=225147
223727,Bone sarcoma,0.8 (Europe); 9.29 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=223727
221120,Pseudoaminopterin syndrome,11.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221120
221126,Fowler vasculopathy,44.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221126
221139,Combined immunodeficiency with facio-oculo-skeletal anomalies,2.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221139
221142,Confetti-like macular atrophy,2.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221142
221145,"Cutis laxa with severe pulmonary, gastrointestinal and urinary anomalies",21.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221145
228003,Severe combined immunodeficiency due to CORO1A deficiency,9.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228003
3398,Thymic epithelial neoplasm,0.17 (Europe); 1.3 (United States); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3398
228000,Idiopathic CD4 lymphocytopenia,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228000
547,Non-Hodgkin lymphoma,0.0 (Europe); 11.6 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=547
842,Testicular seminomatous germ cell tumor,1.71 (Europe); 46.01 (Europe); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=842
227976,"Autosomal recessive optic atrophy, OPA7 type",0.0 (Worldwide); 17.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=227976
876,Yolk sac tumor,0.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=876
227972,Toxic oil syndrome,0.0 (Worldwide); 20000.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=227972
227796,Fundus albipunctatus,0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=227796
228123,Coccidioidomycosis,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228123
228119,Fusariosis,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228119
228116,Hughes-Stovin syndrome,30.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228116
228113,Anal fistula,18.3 (Europe); 18.0 (United Kingdom),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228113
3399,Germ cell tumor,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3399
389,Langerhans cell histiocytosis,1.5 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=389
228012,Progressive sensorineural hearing loss-hypertrophic cardiomyopathy syndrome,4.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228012
616,Medulloblastoma,0.11 (Europe); 1.0 (Europe); 0.74 (United States),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=616
301,Ependymal tumor,0.2 (Europe); 0.0 (Europe); 3.85 (Europe); 0.2 (United Kingdom); 0.43 (United States),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=301
541,Primary cutaneous CD30+ T-cell lymphoproliferative disease,0.18 (Europe); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=541
543,Burkitt lymphoma,0.17 (Europe); 12.5 (Africa); 0.4 (United States); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=543
319,Skeletal Ewing sarcoma,0.13 (Europe); 2.33 (Europe); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=319
668,Osteosarcoma,0.23 (Europe); 0.0 (Europe); 3.17 (Europe); 0.4 (United States),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=668
227510,"Multiple system atrophy, cerebellar type",0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=227510
94,Astrocytoma,4.8 (Europe); 2.5 (Europe); 4.909 (Austria); 5.777 (Belgium); 3.768 (Bulgaria); 4.184 (Croatia); 4.251 (Czech Republic); 4.443 (Estonia); 5.263 (Finland); 5.829 (Germany); 5.538 (Iceland); 5.147 (Ireland); 4.786 (Italy); 3.632 (Latvia); 4.801 (Lithuania); 3.392 (Malta); 5.78 (Norway); 3.543 (Poland); 3.931 (Portugal); 3.707 (Slovakia); 4.523 (Slovenia); 5.087 (Spain); 5.574 (Switzerland); 4.544 (Netherlands); 5.591 (United Kingdom),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=94
360,Glioblastoma,3.0 (Worldwide); 1.0 (Worldwide); 2.52 (Europe); 3.2 (United States); 4.2 (Croatia); 3.7 (Greece); 3.0 (Specific population),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=360
226292,Permanent congenital hypothyroidism,33.3 (Europe); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=226292
513,Acute lymphoblastic leukemia,2.75 (Europe); 1.3 (France); 1.6 (United States); 22.0 (United States); 11.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=513
1957,Esthesioneuroblastoma,0.02 (Europe); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1957
226298,Central congenital hypothyroidism,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=226298
2030,Fibrosarcoma,0.01 (Europe); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2030
2126,Solitary fibrous tumor,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2126
226295,Primary congenital hypothyroidism,37.5 (Europe); 58.62 (United States); 33.0 (Finland),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=226295
758,Pseudoxanthoma elasticum,2.5 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=758
419,Hyperprolinemia type 1,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=419
1501,Adrenocortical carcinoma,0.75 (Europe); 0.03 (Europe); 0.082 (Portugal); 0.173 (Austria); 0.18 (Belgium); 0.249 (Bulgaria); 0.547 (Croatia); 0.271 (Czech Republic); 0.314 (Estonia); 0.225 (Finland); 0.173 (Germany); 0.17 (Iceland); 0.133 (Ireland); 0.288 (Italy); 0.514 (Latvia); 0.464 (Lithuania); 0.188 (Malta); 0.226 (Norway); 0.433 (Poland); 0.234 (Slovakia); 0.244 (Slovenia); 0.215 (Spain); 0.141 (Switzerland); 0.167 (Netherlands); 0.183 (United Kingdom),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1501
226307,Hypothyroidism due to deficient transcription factors involved in pituitary development or function,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=226307
3148,Malignant peripheral nerve sheath tumor,1.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3148
3273,Synovial sarcoma,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3273
391,Classic Hodgkin lymphoma,2.463 (Europe); 2.95 (France); 0.0 (Europe); 22.9 (Europe); 2.8 (United States); 0.25 (China); 0.25 (Japan); 2.012 (Austria); 2.443 (Belgium); 2.083 (Bulgaria); 2.923 (Croatia); 2.418 (Czech Republic); 2.392 (Estonia); 2.232 (Finland); 2.333 (Germany); 2.599 (Iceland); 2.355 (Ireland); 3.361 (Italy); 1.868 (Latvia); 2.372 (Lithuania); 2.701 (Malta); 2.267 (Norway); 2.2 (Poland); 2.435 (Portugal); 2.261 (Slovakia); 2.265 (Slovenia); 2.617 (Spain); 3.091 (Switzerland); 2.27 (Netherlands); 2.504 (United Kingdom),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=391
2260,Oligomeganephronia,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2260
503,Larsen syndrome,0.65 (France); 0.0 (France); 0.4 (Europe); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=503
1652,Dent disease,250.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1652
2542,Isolated microphthalmia-anophthalmia-coloboma,2.18 (France); 3.33 (Sweden); 3.7 (United States); 0.0 (Europe); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2542
3280,Syringomyelia,8.4 (Europe); 8.4 (United Kingdom); 9.0 (Spain); 1.94 (Japan); 8.2 (New Zealand),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3280
2478,Megalencephalic leukoencephalopathy with subcortical cysts,100.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2478
3337,Primary Fanconi renotubular syndrome,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3337
223,Arginine vasopressin resistance,0.15 (Europe); 0.44 (Specific population),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=223
757,Pseudohypoaldosteronism type 2,180.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=757
228423,GATA2 deficiency spectrum,22.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228423
521,Chronic myeloid leukemia,1.25 (Europe); 1.25 (France); 6.0 (Europe); 5.63 (Europe); 1.7 (United States),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=521
228415,5q35 microduplication syndrome,30.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228415
132,Hereditary butyrylcholinesterase deficiency,0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=132
1172,Autosomal recessive cerebellar ataxia,3.3 (Portugal); 3.3 (Worldwide); 5.3 (France); 2.3 (Norway); 3.6 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1172
229717,Isolated agammaglobulinemia,0.3 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=229717
228426,Syndromic multisystem autoimmune disease due to Itch deficiency,10.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228426
2345,Isolated Klippel-Feil syndrome,2.0 (Europe); 0.6 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2345
1333,Familial pancreatic carcinoma,0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1333
228396,Ptosis-upper ocular movement limitation-absence of lacrimal punctum syndrome,3.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228396
228387,Spondylo-megaepiphyseal-metaphyseal dysplasia,19.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228387
228390,Frontonasal dysplasia-alopecia-genital anomalies syndrome,5.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228390
228410,Cardiac anomalies-short stature-joint hypermobility-facial dysmorphism syndrome,19.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228410
228399,8q12 microduplication syndrome,4.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228399
2781,Osteopetrosis and related disorders,1.0 (Europe); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2781
228402,2q23.1 microdeletion syndrome,18.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228402
228384,5q14.3 microdeletion syndrome,40.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228384
228379,Virus-associated trichodysplasia spinulosa,7.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228379
228374,Charcot-Marie-Tooth disease type 2B5,4.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228374
228371,Foodborne botulism,0.1 (Europe); 0.0 (Worldwide); 0.01 (United States); 0.18 (Romania),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228371
228290,White fibrous papulosis of the neck,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228290
228293,Pseudoxanthoma elasticum-like papillary dermal elastolysis,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228293
228299,Mid-dermal elastolysis,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228299
228302,"Carnitine palmitoyl transferase II deficiency, myopathic form",300.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228302
228305,"Carnitine palmitoyl transferase II deficiency, severe infantile form",30.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228305
228308,"Carnitine palmitoyl transferase II deficiency, neonatal form",20.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228308
228312,"Autoimmune hemolytic anemia, cold type",0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228312
228240,Elastoderma,5.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228240
135,CACH syndrome,148.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=135
228247,Acquired pseudoxanthoma elasticum,20.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228247
228254,Elastoma,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228254
228264,Papular elastorrhexis,0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228264
228272,Primary anetoderma,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228272
228277,Familial anetoderma,12.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228277
228285,Acquired cutis laxa,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228285
228190,Patent ductus arteriosus-bicuspid aortic valve-hand anomalies syndrome,7.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228190
3203,Overhydrated hereditary stomatocytosis,20.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3203
3202,Dehydrated hereditary stomatocytosis,0.0 (Worldwide); 20.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3202
228236,Linear focal elastosis,30.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228236
228227,Late-onset focal dermal elastosis,5.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228227
228140,"Idiopathic ventricular fibrillation, non Brugada type",0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228140
1018,X-linked Alport syndrome-diffuse leiomyomatosis,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1018
228165,Baló concentric sclerosis,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228165
306,Self-limited infantile epilepsy,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=306
228157,Marburg acute multiple sclerosis,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228157
328,Congenital factor X deficiency,0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=328
228174,Autosomal dominant Charcot-Marie-Tooth disease type 2N,28.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228174
228169,Autosomal dominant striatal neurodegeneration,11.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228169
2132,Hemoglobin C disease,166.66 (United States); 3.65 (Belgium),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2132
2133,Hemoglobin E disease,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2133
228179,Autosomal dominant Charcot-Marie-Tooth disease type 2M,20.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228179
288,Hereditary elliptocytosis,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=288
231531,Hermansky-Pudlak syndrome due to BLOC-1 deficiency,9.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=231531
231512,Hermansky-Pudlak syndrome due to BLOC-2 deficiency,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=231512
1320,Idiopathic camptocormia,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1320
